"observation","public.feedback","private.feedback","public.feedback.bins"
40637,4.85,"Definitely Yes","(4.75,5]"
40638,5,"Definitely Yes","(4.75,5]"
40639,5,"Definitely Yes","(4.75,5]"
40640,5,"Definitely Yes","(4.75,5]"
40641,5,"Definitely Yes","(4.75,5]"
40642,4.45,"Probably Yes","(4.25,4.5]"
40643,3.15,"Probably Not","(3,3.25]"
40644,5,"Definitely Yes","(4.75,5]"
40645,5,"Definitely Yes","(4.75,5]"
40646,5,"Definitely Yes","(4.75,5]"
40647,4.85,"Definitely Yes","(4.75,5]"
40648,5,"Probably Yes","(4.75,5]"
40649,5,"Definitely Yes","(4.75,5]"
40650,5,"Definitely Yes","(4.75,5]"
40651,4.4,"Probably Not","(4.25,4.5]"
40652,5,"Definitely Yes","(4.75,5]"
40653,5,"Definitely Yes","(4.75,5]"
40654,5,"Definitely Yes","(4.75,5]"
40655,1,"Definitely Not","[1,1.25]"
40656,5,"Definitely Yes","(4.75,5]"
40657,5,"Definitely Yes","(4.75,5]"
40658,4.85,"Definitely Yes","(4.75,5]"
40659,5,"Definitely Yes","(4.75,5]"
40660,5,"Definitely Yes","(4.75,5]"
40661,5,"Definitely Yes","(4.75,5]"
40662,4.45,"Probably Not","(4.25,4.5]"
40663,3.6,"Probably Not","(3.5,3.75]"
40664,5,"Definitely Yes","(4.75,5]"
40665,3.45,"Probably Not","(3.25,3.5]"
40666,5,"Definitely Yes","(4.75,5]"
40667,5,"Definitely Yes","(4.75,5]"
40668,5,"Probably Yes","(4.75,5]"
40669,5,"Definitely Yes","(4.75,5]"
40670,3.25,"Probably Not","(3,3.25]"
40671,5,"Definitely Not","(4.75,5]"
40672,5,"Probably Yes","(4.75,5]"
40673,5,"Definitely Yes","(4.75,5]"
40674,5,"Probably Yes","(4.75,5]"
40675,4,"Definitely Yes","(3.75,4]"
40676,5,"Definitely Yes","(4.75,5]"
40677,5,"Definitely Yes","(4.75,5]"
40678,5,"Definitely Yes","(4.75,5]"
40679,5,"Definitely Yes","(4.75,5]"
40680,5,"Definitely Yes","(4.75,5]"
40681,5,"Definitely Yes","(4.75,5]"
40682,5,"Definitely Yes","(4.75,5]"
40683,5,"Definitely Yes","(4.75,5]"
40684,5,"Definitely Yes","(4.75,5]"
40685,5,"Definitely Yes","(4.75,5]"
40686,4.85,"Probably Yes","(4.75,5]"
40687,5,"Definitely Yes","(4.75,5]"
40688,4.6,"Probably Yes","(4.5,4.75]"
40689,5,"Definitely Yes","(4.75,5]"
40690,5,"Probably Yes","(4.75,5]"
40691,5,"Definitely Yes","(4.75,5]"
40692,5,"Definitely Yes","(4.75,5]"
40693,5,"Definitely Yes","(4.75,5]"
40694,5,"Definitely Yes","(4.75,5]"
40695,5,"Probably Yes","(4.75,5]"
40696,5,"Definitely Yes","(4.75,5]"
40697,5,"Definitely Yes","(4.75,5]"
40698,5,"Definitely Yes","(4.75,5]"
40699,3,"Probably Not","(2.75,3]"
40700,5,"Definitely Yes","(4.75,5]"
40701,5,"Definitely Yes","(4.75,5]"
40702,4.85,"Probably Yes","(4.75,5]"
40703,5,"Definitely Yes","(4.75,5]"
40704,5,"Definitely Yes","(4.75,5]"
40705,5,"Definitely Yes","(4.75,5]"
40706,5,"Probably Yes","(4.75,5]"
40707,5,"Definitely Yes","(4.75,5]"
40708,5,"Definitely Yes","(4.75,5]"
40709,5,"Definitely Yes","(4.75,5]"
40710,4.8,"Definitely Yes","(4.75,5]"
40711,5,"Definitely Yes","(4.75,5]"
40712,5,"Definitely Yes","(4.75,5]"
40713,4.25,"Probably Yes","(4,4.25]"
40714,5,"Definitely Yes","(4.75,5]"
40715,4.4,"Probably Yes","(4.25,4.5]"
40716,5,"Definitely Yes","(4.75,5]"
40717,5,"Definitely Yes","(4.75,5]"
40718,5,"Definitely Yes","(4.75,5]"
40719,5,"Definitely Yes","(4.75,5]"
40720,3.65,"Definitely Yes","(3.5,3.75]"
40721,5,"Definitely Yes","(4.75,5]"
40722,5,"Definitely Yes","(4.75,5]"
40723,5,"Definitely Yes","(4.75,5]"
40724,5,"Probably Yes","(4.75,5]"
40725,5,"Probably Not","(4.75,5]"
40726,4,"Definitely Not","(3.75,4]"
40727,5,"Probably Yes","(4.75,5]"
40728,5,"Definitely Yes","(4.75,5]"
40729,5,"Definitely Yes","(4.75,5]"
40730,5,"Definitely Yes","(4.75,5]"
40731,5,"Probably Yes","(4.75,5]"
40732,5,"Definitely Yes","(4.75,5]"
40733,5,"Definitely Yes","(4.75,5]"
40734,5,"Probably Yes","(4.75,5]"
40735,5,"Definitely Yes","(4.75,5]"
40736,1.95,"Probably Not","(1.75,2]"
40737,4.85,"Definitely Yes","(4.75,5]"
40738,5,"Definitely Yes","(4.75,5]"
40739,5,"Definitely Yes","(4.75,5]"
40740,5,"Definitely Yes","(4.75,5]"
40741,5,"Definitely Yes","(4.75,5]"
40742,5,"Definitely Yes","(4.75,5]"
40743,5,"Definitely Yes","(4.75,5]"
40744,5,"Definitely Yes","(4.75,5]"
40745,5,"Definitely Yes","(4.75,5]"
40746,5,"Probably Yes","(4.75,5]"
40747,5,"Definitely Yes","(4.75,5]"
40748,5,"Probably Yes","(4.75,5]"
40749,5,"Probably Yes","(4.75,5]"
40750,5,"Definitely Yes","(4.75,5]"
40751,5,"Definitely Yes","(4.75,5]"
40752,5,"Definitely Yes","(4.75,5]"
40753,5,"Definitely Yes","(4.75,5]"
40754,1.95,"Definitely Not","(1.75,2]"
40755,5,"Definitely Yes","(4.75,5]"
40756,5,"Definitely Yes","(4.75,5]"
40757,5,"Definitely Yes","(4.75,5]"
40758,5,"Definitely Yes","(4.75,5]"
40759,3.8,"Probably Yes","(3.75,4]"
40760,5,"Definitely Yes","(4.75,5]"
40761,4.6,"Probably Not","(4.5,4.75]"
40762,5,"Definitely Yes","(4.75,5]"
40763,5,"Definitely Yes","(4.75,5]"
40764,5,"Definitely Yes","(4.75,5]"
40765,5,"Definitely Yes","(4.75,5]"
40766,5,"Definitely Yes","(4.75,5]"
40767,5,"Definitely Yes","(4.75,5]"
40768,5,"Definitely Yes","(4.75,5]"
40769,5,"Probably Yes","(4.75,5]"
40770,5,"Probably Yes","(4.75,5]"
40771,5,"Definitely Yes","(4.75,5]"
40772,5,"Probably Yes","(4.75,5]"
40773,5,"Definitely Yes","(4.75,5]"
40774,5,"Definitely Yes","(4.75,5]"
40775,5,"Definitely Yes","(4.75,5]"
40776,3,"Definitely Not","(2.75,3]"
40777,5,"Definitely Yes","(4.75,5]"
40778,5,"Definitely Yes","(4.75,5]"
40779,5,"Definitely Yes","(4.75,5]"
40780,5,"Definitely Yes","(4.75,5]"
40781,5,"Definitely Yes","(4.75,5]"
40782,5,"Definitely Yes","(4.75,5]"
40783,5,"Definitely Yes","(4.75,5]"
40784,4.7,"Probably Yes","(4.5,4.75]"
40785,5,"Definitely Yes","(4.75,5]"
40786,3.3,"Probably Not","(3.25,3.5]"
40787,5,"Definitely Yes","(4.75,5]"
40788,5,"Definitely Yes","(4.75,5]"
40789,5,"Definitely Yes","(4.75,5]"
40790,5,"Probably Yes","(4.75,5]"
40791,4.85,"Definitely Yes","(4.75,5]"
40792,5,"Definitely Yes","(4.75,5]"
40793,5,"Definitely Yes","(4.75,5]"
40794,5,"Definitely Yes","(4.75,5]"
40795,5,"Definitely Yes","(4.75,5]"
40796,5,"Definitely Yes","(4.75,5]"
40797,5,"Definitely Yes","(4.75,5]"
40798,5,"Definitely Yes","(4.75,5]"
40799,4.85,"Probably Yes","(4.75,5]"
40800,5,"Definitely Yes","(4.75,5]"
40801,4.6,"Probably Not","(4.5,4.75]"
40802,5,"Definitely Yes","(4.75,5]"
40803,5,"Definitely Yes","(4.75,5]"
40804,5,"Definitely Yes","(4.75,5]"
40805,5,"Definitely Yes","(4.75,5]"
40806,5,"Definitely Yes","(4.75,5]"
40807,5,"Definitely Yes","(4.75,5]"
40808,5,"Definitely Yes","(4.75,5]"
40809,5,"Definitely Yes","(4.75,5]"
40810,5,"Definitely Yes","(4.75,5]"
40811,4.85,"Definitely Yes","(4.75,5]"
40812,5,"Definitely Yes","(4.75,5]"
40813,5,"Definitely Yes","(4.75,5]"
40814,5,"Definitely Yes","(4.75,5]"
40815,5,"Definitely Yes","(4.75,5]"
40816,5,"Probably Not","(4.75,5]"
40817,1.8,"Probably Not","(1.75,2]"
40818,5,"Definitely Yes","(4.75,5]"
40819,5,"Definitely Yes","(4.75,5]"
40820,5,"Definitely Yes","(4.75,5]"
40821,5,"Probably Yes","(4.75,5]"
40822,5,"Definitely Yes","(4.75,5]"
40823,4.65,"Definitely Yes","(4.5,4.75]"
40824,4.8,"Definitely Yes","(4.75,5]"
40825,5,"Definitely Yes","(4.75,5]"
40826,5,"Definitely Yes","(4.75,5]"
40827,5,"Probably Yes","(4.75,5]"
40828,5,"Definitely Yes","(4.75,5]"
40829,5,"Definitely Yes","(4.75,5]"
40830,5,"Definitely Yes","(4.75,5]"
40831,5,"Definitely Yes","(4.75,5]"
40832,5,"Definitely Yes","(4.75,5]"
40833,5,"Definitely Yes","(4.75,5]"
40834,5,"Definitely Yes","(4.75,5]"
40835,5,"Definitely Yes","(4.75,5]"
40836,5,"Definitely Yes","(4.75,5]"
40837,5,"Definitely Yes","(4.75,5]"
40838,5,"Definitely Yes","(4.75,5]"
40839,5,"Definitely Yes","(4.75,5]"
40840,4.7,"Probably Yes","(4.5,4.75]"
40841,5,"Probably Yes","(4.75,5]"
40842,5,"Definitely Yes","(4.75,5]"
40843,4.35,"Definitely Yes","(4.25,4.5]"
40844,5,"Definitely Yes","(4.75,5]"
40845,5,"Definitely Yes","(4.75,5]"
40846,4.85,"Definitely Yes","(4.75,5]"
40847,5,"Definitely Yes","(4.75,5]"
40848,5,"Definitely Yes","(4.75,5]"
40849,5,"Definitely Yes","(4.75,5]"
40850,4.5,"Definitely Yes","(4.25,4.5]"
40851,5,"Definitely Yes","(4.75,5]"
40852,5,"Definitely Yes","(4.75,5]"
40853,5,"Probably Yes","(4.75,5]"
40854,5,"Definitely Yes","(4.75,5]"
40855,5,"Definitely Yes","(4.75,5]"
40856,4.85,"Definitely Yes","(4.75,5]"
40857,5,"Definitely Yes","(4.75,5]"
40858,5,"Definitely Yes","(4.75,5]"
40859,5,"Definitely Yes","(4.75,5]"
40860,5,"Probably Yes","(4.75,5]"
40861,4.85,"Probably Yes","(4.75,5]"
40862,3.7,"Probably Yes","(3.5,3.75]"
40863,5,"Definitely Yes","(4.75,5]"
40864,4.85,"Definitely Yes","(4.75,5]"
40865,5,"Probably Yes","(4.75,5]"
40866,5,"Definitely Yes","(4.75,5]"
40867,5,"Definitely Yes","(4.75,5]"
40868,5,"Definitely Yes","(4.75,5]"
40869,5,"Definitely Yes","(4.75,5]"
40870,2.4,"Probably Not","(2.25,2.5]"
40871,2,"Probably Not","(1.75,2]"
40872,5,"Definitely Yes","(4.75,5]"
40873,5,"Definitely Yes","(4.75,5]"
40874,3.5,"Probably Not","(3.25,3.5]"
40875,5,"Definitely Yes","(4.75,5]"
40876,5,"Definitely Yes","(4.75,5]"
40877,5,"Definitely Yes","(4.75,5]"
40878,5,"Probably Yes","(4.75,5]"
40879,5,"Definitely Yes","(4.75,5]"
40880,5,"Definitely Yes","(4.75,5]"
40881,5,"Probably Yes","(4.75,5]"
40882,5,"Probably Yes","(4.75,5]"
40883,5,"Probably Yes","(4.75,5]"
40884,5,"Definitely Yes","(4.75,5]"
40885,5,"Definitely Yes","(4.75,5]"
40886,5,"Definitely Yes","(4.75,5]"
40887,4.8,"Probably Yes","(4.75,5]"
40888,5,"Definitely Yes","(4.75,5]"
40889,5,"Probably Yes","(4.75,5]"
40890,5,"Definitely Yes","(4.75,5]"
40891,5,"Definitely Yes","(4.75,5]"
40892,5,"Probably Yes","(4.75,5]"
40893,4.8,"Definitely Yes","(4.75,5]"
40894,4.2,"Probably Yes","(4,4.25]"
40895,5,"Definitely Yes","(4.75,5]"
40896,5,"Definitely Yes","(4.75,5]"
40897,5,"Definitely Yes","(4.75,5]"
40898,5,"Probably Yes","(4.75,5]"
40899,5,"Definitely Yes","(4.75,5]"
40900,5,"Definitely Yes","(4.75,5]"
40901,4.25,"Probably Not","(4,4.25]"
40902,5,"Definitely Yes","(4.75,5]"
40903,5,"Definitely Yes","(4.75,5]"
40904,5,"Definitely Yes","(4.75,5]"
40905,5,"Definitely Yes","(4.75,5]"
40906,5,"Definitely Yes","(4.75,5]"
40907,5,"Definitely Yes","(4.75,5]"
40908,4.45,"Definitely Yes","(4.25,4.5]"
40909,5,"Definitely Yes","(4.75,5]"
40910,5,"Definitely Yes","(4.75,5]"
40911,2.15,"Definitely Not","(2,2.25]"
40912,4.35,"Probably Yes","(4.25,4.5]"
40913,5,"Definitely Yes","(4.75,5]"
40914,5,"Definitely Yes","(4.75,5]"
40915,4.85,"Probably Yes","(4.75,5]"
40916,5,"Definitely Yes","(4.75,5]"
40917,5,"Definitely Yes","(4.75,5]"
40918,5,"Definitely Yes","(4.75,5]"
40919,5,"Definitely Yes","(4.75,5]"
40920,5,"Definitely Yes","(4.75,5]"
40921,5,"Probably Yes","(4.75,5]"
40922,4.7,"Definitely Yes","(4.5,4.75]"
40923,5,"Definitely Yes","(4.75,5]"
40924,5,"Probably Yes","(4.75,5]"
40925,5,"Definitely Yes","(4.75,5]"
40926,5,"Definitely Yes","(4.75,5]"
40927,5,"Probably Not","(4.75,5]"
40928,5,"Definitely Yes","(4.75,5]"
40929,5,"Definitely Yes","(4.75,5]"
40930,2.55,"Definitely Not","(2.5,2.75]"
40931,5,"Definitely Yes","(4.75,5]"
40932,4.2,"Probably Not","(4,4.25]"
40933,5,"Probably Yes","(4.75,5]"
40934,5,"Definitely Yes","(4.75,5]"
40935,5,"Probably Yes","(4.75,5]"
40936,1,"Definitely Not","[1,1.25]"
40937,5,"Probably Yes","(4.75,5]"
40938,5,"Definitely Yes","(4.75,5]"
40939,5,"Definitely Yes","(4.75,5]"
40940,5,"Definitely Yes","(4.75,5]"
40941,5,"Definitely Yes","(4.75,5]"
40942,5,"Definitely Yes","(4.75,5]"
40943,5,"Definitely Yes","(4.75,5]"
40944,5,"Definitely Yes","(4.75,5]"
40945,5,"Definitely Yes","(4.75,5]"
40946,5,"Definitely Yes","(4.75,5]"
40947,4.8,"Probably Yes","(4.75,5]"
40948,5,"Definitely Yes","(4.75,5]"
40949,5,"Definitely Yes","(4.75,5]"
40950,5,"Definitely Yes","(4.75,5]"
40951,4.85,"Definitely Yes","(4.75,5]"
40952,5,"Definitely Yes","(4.75,5]"
40953,4.8,"Probably Not","(4.75,5]"
40954,4.85,"Definitely Yes","(4.75,5]"
40955,5,"Definitely Yes","(4.75,5]"
40956,5,"Definitely Yes","(4.75,5]"
40957,5,"Definitely Yes","(4.75,5]"
40958,5,"Definitely Yes","(4.75,5]"
40959,5,"Definitely Yes","(4.75,5]"
40960,5,"Definitely Yes","(4.75,5]"
40961,5,"Definitely Yes","(4.75,5]"
40962,5,"Definitely Yes","(4.75,5]"
40963,5,"Definitely Yes","(4.75,5]"
40964,5,"Definitely Yes","(4.75,5]"
40965,5,"Definitely Yes","(4.75,5]"
40966,5,"Definitely Yes","(4.75,5]"
40967,5,"Definitely Yes","(4.75,5]"
40968,5,"Definitely Yes","(4.75,5]"
40969,5,"Definitely Yes","(4.75,5]"
40970,5,"Definitely Yes","(4.75,5]"
40971,5,"Definitely Yes","(4.75,5]"
40972,5,"Probably Yes","(4.75,5]"
40973,5,"Definitely Yes","(4.75,5]"
40974,5,"Definitely Yes","(4.75,5]"
40975,5,"Definitely Yes","(4.75,5]"
40976,5,"Definitely Yes","(4.75,5]"
40977,5,"Definitely Yes","(4.75,5]"
40978,5,"Definitely Yes","(4.75,5]"
40979,5,"Definitely Yes","(4.75,5]"
40980,5,"Definitely Yes","(4.75,5]"
40981,5,"Definitely Yes","(4.75,5]"
40982,1,"Definitely Not","[1,1.25]"
40983,4.35,"Probably Not","(4.25,4.5]"
40984,5,"Probably Yes","(4.75,5]"
40985,5,"Definitely Yes","(4.75,5]"
40986,5,"Definitely Yes","(4.75,5]"
40987,5,"Definitely Yes","(4.75,5]"
40988,5,"Probably Yes","(4.75,5]"
40989,5,"Definitely Yes","(4.75,5]"
40990,5,"Definitely Yes","(4.75,5]"
40991,5,"Definitely Yes","(4.75,5]"
40992,5,"Definitely Yes","(4.75,5]"
40993,5,"Definitely Yes","(4.75,5]"
40994,4.15,"Probably Yes","(4,4.25]"
40995,5,"Definitely Yes","(4.75,5]"
40996,4.5,"Definitely Yes","(4.25,4.5]"
40997,5,"Definitely Yes","(4.75,5]"
40998,5,"Probably Not","(4.75,5]"
40999,5,"Definitely Yes","(4.75,5]"
41000,5,"Definitely Yes","(4.75,5]"
41001,5,"Definitely Yes","(4.75,5]"
41002,5,"Definitely Yes","(4.75,5]"
41003,4.7,"Definitely Yes","(4.5,4.75]"
41004,4.85,"Probably Yes","(4.75,5]"
41005,5,"Definitely Yes","(4.75,5]"
41006,5,"Definitely Yes","(4.75,5]"
41007,4.6,"Definitely Yes","(4.5,4.75]"
41008,5,"Probably Yes","(4.75,5]"
41009,5,"Definitely Yes","(4.75,5]"
41010,5,"Definitely Yes","(4.75,5]"
41011,5,"Definitely Yes","(4.75,5]"
41012,5,"Definitely Yes","(4.75,5]"
41013,4.85,"Definitely Yes","(4.75,5]"
41014,4.8,"Definitely Yes","(4.75,5]"
41015,5,"Definitely Yes","(4.75,5]"
41016,5,"Definitely Yes","(4.75,5]"
41017,5,"Definitely Yes","(4.75,5]"
41018,5,"Probably Yes","(4.75,5]"
41019,4.35,"Definitely Yes","(4.25,4.5]"
41020,5,"Definitely Yes","(4.75,5]"
41021,1,"Probably Not","[1,1.25]"
41022,5,"Probably Not","(4.75,5]"
41023,4.85,"Definitely Yes","(4.75,5]"
41024,4.85,"Probably Yes","(4.75,5]"
41025,4.85,"Definitely Yes","(4.75,5]"
41026,5,"Definitely Yes","(4.75,5]"
41027,5,"Definitely Yes","(4.75,5]"
41028,3.05,"Probably Not","(3,3.25]"
41029,5,"Definitely Yes","(4.75,5]"
41030,5,"Definitely Yes","(4.75,5]"
41031,5,"Probably Not","(4.75,5]"
41032,4.3,"Probably Not","(4.25,4.5]"
41033,4.85,"Definitely Yes","(4.75,5]"
41034,5,"Definitely Yes","(4.75,5]"
41035,5,"Definitely Yes","(4.75,5]"
41036,4.1,"Probably Yes","(4,4.25]"
41037,5,"Definitely Yes","(4.75,5]"
41038,5,"Probably Yes","(4.75,5]"
41039,5,"Definitely Yes","(4.75,5]"
41040,5,"Definitely Not","(4.75,5]"
41041,4.6,"Definitely Yes","(4.5,4.75]"
41042,4.55,"Definitely Yes","(4.5,4.75]"
41043,5,"Definitely Yes","(4.75,5]"
41044,1.7,"Definitely Not","(1.5,1.75]"
41045,5,"Definitely Yes","(4.75,5]"
41046,5,"Definitely Yes","(4.75,5]"
41047,5,"Definitely Not","(4.75,5]"
41048,5,"Definitely Yes","(4.75,5]"
41049,5,"Probably Yes","(4.75,5]"
41050,5,"Definitely Yes","(4.75,5]"
41051,5,"Probably Yes","(4.75,5]"
41052,5,"Definitely Yes","(4.75,5]"
41053,5,"Definitely Yes","(4.75,5]"
41054,5,"Definitely Yes","(4.75,5]"
41055,4.85,"Definitely Yes","(4.75,5]"
41056,5,"Definitely Yes","(4.75,5]"
41057,4.7,"Definitely Yes","(4.5,4.75]"
41058,5,"Definitely Yes","(4.75,5]"
41059,5,"Definitely Yes","(4.75,5]"
41060,5,"Definitely Yes","(4.75,5]"
41061,5,"Definitely Yes","(4.75,5]"
41062,5,"Definitely Yes","(4.75,5]"
41063,5,"Definitely Yes","(4.75,5]"
41064,5,"Definitely Yes","(4.75,5]"
41065,5,"Definitely Yes","(4.75,5]"
41066,5,"Definitely Yes","(4.75,5]"
41067,5,"Definitely Yes","(4.75,5]"
41068,5,"Definitely Yes","(4.75,5]"
41069,5,"Definitely Yes","(4.75,5]"
41070,5,"Definitely Yes","(4.75,5]"
41071,5,"Definitely Yes","(4.75,5]"
41072,5,"Probably Yes","(4.75,5]"
41073,5,"Definitely Yes","(4.75,5]"
41074,5,"Definitely Yes","(4.75,5]"
41075,5,"Definitely Yes","(4.75,5]"
41076,5,"Definitely Yes","(4.75,5]"
41077,5,"Definitely Yes","(4.75,5]"
41078,5,"Definitely Yes","(4.75,5]"
41079,5,"Definitely Yes","(4.75,5]"
41080,5,"Definitely Yes","(4.75,5]"
41081,5,"Definitely Yes","(4.75,5]"
41082,5,"Definitely Yes","(4.75,5]"
41083,5,"Definitely Yes","(4.75,5]"
41084,5,"Definitely Yes","(4.75,5]"
41085,5,"Definitely Yes","(4.75,5]"
41086,4.8,"Definitely Yes","(4.75,5]"
41087,5,"Definitely Yes","(4.75,5]"
41088,5,"Definitely Yes","(4.75,5]"
41089,5,"Definitely Yes","(4.75,5]"
41090,5,"Definitely Yes","(4.75,5]"
41091,5,"Definitely Yes","(4.75,5]"
41092,4.85,"Definitely Yes","(4.75,5]"
41093,4.85,"Probably Not","(4.75,5]"
41094,5,"Probably Yes","(4.75,5]"
41095,5,"Probably Yes","(4.75,5]"
41096,5,"Probably Yes","(4.75,5]"
41097,5,"Definitely Yes","(4.75,5]"
41098,4.7,"Definitely Yes","(4.5,4.75]"
41099,5,"Definitely Yes","(4.75,5]"
41100,4.6,"Probably Yes","(4.5,4.75]"
41101,5,"Definitely Yes","(4.75,5]"
41102,3.2,"Probably Not","(3,3.25]"
41103,5,"Definitely Yes","(4.75,5]"
41104,1.2,"Definitely Not","[1,1.25]"
41105,5,"Definitely Yes","(4.75,5]"
41106,4,"Probably Yes","(3.75,4]"
41107,1.95,"Definitely Not","(1.75,2]"
41108,5,"Probably Yes","(4.75,5]"
41109,5,"Definitely Yes","(4.75,5]"
41110,5,"Definitely Yes","(4.75,5]"
41111,5,"Definitely Yes","(4.75,5]"
41112,4.7,"Probably Yes","(4.5,4.75]"
41113,5,"Definitely Yes","(4.75,5]"
41114,5,"Definitely Yes","(4.75,5]"
41115,5,"Definitely Yes","(4.75,5]"
41116,5,"Probably Yes","(4.75,5]"
41117,4.7,"Probably Not","(4.5,4.75]"
41118,5,"Definitely Yes","(4.75,5]"
41119,5,"Definitely Yes","(4.75,5]"
41120,5,"Definitely Yes","(4.75,5]"
41121,5,"Probably Yes","(4.75,5]"
41122,5,"Definitely Yes","(4.75,5]"
41123,5,"Definitely Yes","(4.75,5]"
41124,5,"Definitely Yes","(4.75,5]"
41125,5,"Definitely Yes","(4.75,5]"
41126,5,"Definitely Yes","(4.75,5]"
41127,5,"Probably Yes","(4.75,5]"
41128,5,"Probably Yes","(4.75,5]"
41129,5,"Probably Yes","(4.75,5]"
41130,5,"Definitely Yes","(4.75,5]"
41131,5,"Probably Yes","(4.75,5]"
41132,5,"Definitely Yes","(4.75,5]"
41133,5,"Definitely Yes","(4.75,5]"
41134,4.3,"Probably Yes","(4.25,4.5]"
41135,5,"Definitely Yes","(4.75,5]"
41136,5,"Definitely Yes","(4.75,5]"
41137,5,"Definitely Yes","(4.75,5]"
41138,4.7,"Definitely Yes","(4.5,4.75]"
41139,5,"Probably Yes","(4.75,5]"
41140,5,"Probably Yes","(4.75,5]"
41141,5,"Definitely Yes","(4.75,5]"
41142,5,"Probably Yes","(4.75,5]"
41143,5,"Definitely Yes","(4.75,5]"
41144,5,"Definitely Yes","(4.75,5]"
41145,5,"Definitely Yes","(4.75,5]"
41146,5,"Definitely Yes","(4.75,5]"
41147,4.55,"Definitely Yes","(4.5,4.75]"
41148,5,"Definitely Yes","(4.75,5]"
41149,5,"Definitely Yes","(4.75,5]"
41150,5,"Definitely Yes","(4.75,5]"
41151,5,"Definitely Yes","(4.75,5]"
41152,5,"Definitely Yes","(4.75,5]"
41153,5,"Probably Yes","(4.75,5]"
41154,5,"Definitely Yes","(4.75,5]"
41155,5,"Definitely Yes","(4.75,5]"
41156,5,"Definitely Yes","(4.75,5]"
41157,5,"Probably Yes","(4.75,5]"
41158,5,"Probably Yes","(4.75,5]"
41159,5,"Definitely Yes","(4.75,5]"
41160,5,"Definitely Yes","(4.75,5]"
41161,5,"Definitely Yes","(4.75,5]"
41162,5,"Probably Yes","(4.75,5]"
41163,4.7,"Probably Yes","(4.5,4.75]"
41164,4.85,"Definitely Yes","(4.75,5]"
41165,5,"Definitely Yes","(4.75,5]"
41166,5,"Definitely Yes","(4.75,5]"
41167,5,"Definitely Yes","(4.75,5]"
41168,5,"Definitely Yes","(4.75,5]"
41169,5,"Definitely Yes","(4.75,5]"
41170,5,"Definitely Yes","(4.75,5]"
41171,5,"Definitely Yes","(4.75,5]"
41172,5,"Definitely Yes","(4.75,5]"
41173,5,"Definitely Yes","(4.75,5]"
41174,4.7,"Definitely Yes","(4.5,4.75]"
41175,5,"Definitely Yes","(4.75,5]"
41176,5,"Definitely Yes","(4.75,5]"
41177,5,"Definitely Yes","(4.75,5]"
41178,5,"Probably Yes","(4.75,5]"
41179,5,"Definitely Yes","(4.75,5]"
41180,5,"Definitely Yes","(4.75,5]"
41181,5,"Definitely Yes","(4.75,5]"
41182,5,"Definitely Yes","(4.75,5]"
41183,5,"Definitely Yes","(4.75,5]"
41184,5,"Definitely Yes","(4.75,5]"
41185,5,"Definitely Yes","(4.75,5]"
41186,5,"Definitely Yes","(4.75,5]"
41187,5,"Definitely Yes","(4.75,5]"
41188,5,"Definitely Yes","(4.75,5]"
41189,5,"Definitely Yes","(4.75,5]"
41190,5,"Definitely Yes","(4.75,5]"
41191,5,"Definitely Yes","(4.75,5]"
41192,5,"Definitely Yes","(4.75,5]"
41193,5,"Definitely Yes","(4.75,5]"
41194,5,"Definitely Yes","(4.75,5]"
41195,4.7,"Definitely Yes","(4.5,4.75]"
41196,5,"Definitely Yes","(4.75,5]"
41197,5,"Definitely Yes","(4.75,5]"
41198,5,"Probably Yes","(4.75,5]"
41199,5,"Definitely Yes","(4.75,5]"
41200,5,"Definitely Yes","(4.75,5]"
41201,5,"Definitely Yes","(4.75,5]"
41202,5,"Definitely Yes","(4.75,5]"
41203,5,"Definitely Yes","(4.75,5]"
41204,5,"Definitely Yes","(4.75,5]"
41205,5,"Definitely Yes","(4.75,5]"
41206,5,"Definitely Yes","(4.75,5]"
41207,5,"Definitely Yes","(4.75,5]"
41208,5,"Definitely Yes","(4.75,5]"
41209,5,"Probably Yes","(4.75,5]"
41210,3.4,"Probably Not","(3.25,3.5]"
41211,5,"Definitely Yes","(4.75,5]"
41212,5,"Definitely Yes","(4.75,5]"
41213,5,"Definitely Yes","(4.75,5]"
41214,5,"Definitely Yes","(4.75,5]"
41215,5,"Definitely Yes","(4.75,5]"
41216,4,"Probably Yes","(3.75,4]"
41217,5,"Definitely Yes","(4.75,5]"
41218,4,"Probably Not","(3.75,4]"
41219,5,"Definitely Yes","(4.75,5]"
41220,5,"Definitely Yes","(4.75,5]"
41221,5,"Definitely Yes","(4.75,5]"
41222,4.8,"Definitely Yes","(4.75,5]"
41223,5,"Definitely Yes","(4.75,5]"
41224,5,"Definitely Yes","(4.75,5]"
41225,5,"Definitely Yes","(4.75,5]"
41226,5,"Definitely Yes","(4.75,5]"
41227,5,"Definitely Yes","(4.75,5]"
41228,5,"Probably Yes","(4.75,5]"
41229,5,"Definitely Yes","(4.75,5]"
41230,5,"Definitely Yes","(4.75,5]"
41231,5,"Definitely Yes","(4.75,5]"
41232,5,"Definitely Yes","(4.75,5]"
41233,5,"Definitely Yes","(4.75,5]"
41234,2.1,"Definitely Not","(2,2.25]"
41235,5,"Definitely Yes","(4.75,5]"
41236,3.15,"Definitely Yes","(3,3.25]"
41237,4.45,"Probably Yes","(4.25,4.5]"
41238,5,"Definitely Yes","(4.75,5]"
